Dataset,Classifier,ACC,TPR,f1,Time to execute
2,Random Forest,0.8761000000000001,0.8262,0.8798488302467817,0.6232047080993652
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.44167613983154297
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,19.839157819747925
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.4865193367004395
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.716616153717041
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.01776313781738
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.5863251686096191
0,Random Forest,0.875893260967888,0.7888847428654813,0.8623195664376139,0.7698025703430176
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.487607479095459
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.037472248077393
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.17948675155639648
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.2084047794342041
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.6012825965881348
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.051882266998291016
1,Random Forest,0.8920896542298756,0.8932117527862209,0.8926145484265786,0.20039701461791992
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.04786324501037598
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.1118249893188477
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.732304334640503
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,19.881211280822754
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,121.48481011390686
2,Decision Tree,0.9577,0.9528000000000001,0.9570031592924254,0.6551287174224854
2,Random Forest,0.8904,0.8263999999999999,0.8756886715099078,0.6361942291259766
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.43773818016052246
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,19.916180849075317
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.367044448852539
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.716409683227539
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.55159091949463
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.5893161296844482
0,Random Forest,0.8954319312528268,0.8060394821871547,0.8479308383131432,0.7727935314178467
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.5035607814788818
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.242886304855347
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.18447518348693848
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.2133944034576416
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.6003050804138184
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.05083131790161133
1,Random Forest,0.8869318026513598,0.9074366767983788,0.8911976506415933,0.2054140567779541
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.049878835678100586
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.1277565956115723
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.7306835651397705
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,20.128506660461426
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,122.17051410675049
2,Decision Tree,0.9579000000000001,0.9528000000000001,0.9570980822905742,0.6541299819946289
2,Random Forest,0.882,0.8722000000000001,0.8860281760473235,0.6282069683074951
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.4337613582611084
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,19.902180194854736
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.359232425689697
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.751291275024414
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.294265270233154
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.5962975025177002
0,Random Forest,0.8722749886928991,0.7770419628525567,0.8619561676099898,0.7717947959899902
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.4965815544128418
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.088327169418335
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.18447566032409668
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.21039986610412598
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.598290205001831
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.05284857749938965
1,Random Forest,0.8810086100861009,0.9059878419452888,0.8945937809646385,0.20182061195373535
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.047863006591796875
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.104844093322754
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.710334539413452
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,20.348875522613525
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,124.12304639816284
2,Decision Tree,0.9577,0.9528000000000001,0.9575741140424846,0.6685402393341064
2,Random Forest,0.8675,0.8854000000000001,0.868764514521069,0.6292026042938232
